test,condition,hours,rms
3rd_test,disp_240Hz_ideal,138.25,0.034451808
3rd_test,disp_240Hz_ideal,138.5833,0.02643286
3rd_test,disp_240Hz_ideal,138.9167,0.031604803
3rd_test,disp_240Hz_ideal,139.25,0.050041536
3rd_test,disp_240Hz_ideal,139.5833,0.037742167
3rd_test,disp_240Hz_ideal,139.9167,0.03614522
3rd_test,disp_240Hz_ideal,140.25,0.033007844
3rd_test,disp_240Hz_ideal,140.5833,0.042705842
3rd_test,disp_240Hz_ideal,140.9167,0.024573744
3rd_test,disp_240Hz_ideal,141.25,0.047658093
3rd_test,disp_240Hz_ideal,141.5833,0.039124778
3rd_test,disp_240Hz_ideal,141.9167,0.043485189
3rd_test,disp_240Hz_ideal,142.25,0.029817353
3rd_test,disp_240Hz_ideal,142.5833,0.050619589
3rd_test,disp_240Hz_ideal,142.9167,0.034311782
3rd_test,disp_240Hz_ideal,143.25,0.027379433
3rd_test,disp_240Hz_ideal,143.5833,0.04684426
3rd_test,disp_240Hz_ideal,143.9167,0.038580503
3rd_test,disp_240Hz_ideal,144.25,0.037855436
3rd_test,disp_240Hz_ideal,144.5833,0.033947578
3rd_test,disp_240Hz_ideal,144.9167,0.027567053
3rd_test,disp_240Hz_ideal,145.25,0.045695624
3rd_test,disp_240Hz_ideal,145.5833,0.038249425
3rd_test,disp_240Hz_ideal,145.9167,0.040241004
3rd_test,disp_240Hz_ideal,146.25,0.044206199
3rd_test,disp_240Hz_ideal,146.5833,0.04301791
3rd_test,disp_240Hz_ideal,146.9167,0.050833083
3rd_test,disp_240Hz_ideal,147.25,0.043025778
3rd_test,disp_240Hz_ideal,147.5833,0.025277482
3rd_test,disp_240Hz_ideal,147.9167,0.053133228
3rd_test,disp_240Hz_ideal,148.25,0.048347914
3rd_test,disp_240Hz_ideal,148.5833,0.034431706
3rd_test,disp_240Hz_ideal,148.9167,0.046885949
3rd_test,disp_240Hz_ideal,149.25,0.038941154
3rd_test,disp_240Hz_ideal,149.5833,0.030829313
3rd_test,disp_240Hz_ideal,149.9167,0.045808882
3rd_test,disp_240Hz_ideal,150.25,0.046642071
3rd_test,disp_240Hz_ideal,150.5833,0.036746487
3rd_test,disp_240Hz_ideal,150.9167,0.03144901
3rd_test,disp_240Hz_ideal,151.25,0.047667114
3rd_test,disp_240Hz_ideal,151.5833,0.033053293
3rd_test,disp_240Hz_ideal,151.9167,0.050233045
3rd_test,disp_240Hz_ideal,152.25,0.037621822
3rd_test,disp_240Hz_ideal,152.5833,0.032025071
3rd_test,disp_240Hz_ideal,152.9167,0.036777362
3rd_test,disp_240Hz_ideal,153.25,0.030099235
3rd_test,disp_240Hz_ideal,153.5833,0.0427485
3rd_test,disp_240Hz_ideal,153.9167,0.02519509
3rd_test,disp_240Hz_ideal,154.25,0.02855791
3rd_test,disp_240Hz_ideal,154.5833,0.022223053
3rd_test,disp_240Hz_ideal,154.9167,0.031019541
3rd_test,disp_240Hz_ideal,155.25,0.039420769
3rd_test,disp_240Hz_ideal,155.5833,0.048338552
3rd_test,disp_240Hz_ideal,155.9167,0.053346445
3rd_test,disp_240Hz_ideal,156.25,0.039216467
3rd_test,disp_240Hz_ideal,156.5833,0.065057282
3rd_test,disp_240Hz_ideal,156.9167,0.037523068
3rd_test,disp_240Hz_ideal,157.25,0.030440044
3rd_test,disp_240Hz_ideal,157.5833,0.037458868
3rd_test,disp_240Hz_ideal,157.9167,0.038903595
3rd_test,disp_240Hz_ideal,158.25,0.02189915
3rd_test,disp_240Hz_ideal,158.5833,0.034298114
3rd_test,disp_240Hz_ideal,158.9167,0.042241095
3rd_test,disp_240Hz_ideal,159.25,0.046494928
3rd_test,disp_240Hz_ideal,159.5833,0.036760335
3rd_test,disp_240Hz_ideal,159.9167,0.0291688
3rd_test,disp_240Hz_ideal,160.25,0.030123661
3rd_test,disp_240Hz_ideal,160.5833,0.043930259
3rd_test,disp_240Hz_ideal,160.9167,0.047696771
3rd_test,disp_240Hz_ideal,161.25,0.037254591
3rd_test,disp_240Hz_ideal,161.5833,0.02520276
3rd_test,disp_240Hz_ideal,161.9167,0.025588209
3rd_test,disp_240Hz_ideal,162.25,0.057229744
3rd_test,disp_240Hz_ideal,162.5833,0.036640907
3rd_test,disp_240Hz_ideal,162.9167,0.030659764
3rd_test,disp_240Hz_ideal,163.25,0.030066901
3rd_test,disp_240Hz_ideal,163.5833,0.024077868
3rd_test,disp_240Hz_ideal,163.9167,0.025926621
3rd_test,disp_240Hz_ideal,164.25,0.029919087
3rd_test,disp_240Hz_ideal,164.5833,0.038308826
3rd_test,disp_240Hz_ideal,164.9167,0.02207873
3rd_test,disp_240Hz_ideal,165.25,0.039897902
3rd_test,disp_240Hz_ideal,165.5833,0.032899907
3rd_test,disp_240Hz_ideal,165.9167,0.030512645
3rd_test,disp_240Hz_ideal,166.25,0.040532188
3rd_test,disp_240Hz_ideal,166.5833,0.029088547
3rd_test,disp_240Hz_ideal,166.9167,0.038362647
3rd_test,disp_240Hz_ideal,167.25,0.043991883
3rd_test,disp_240Hz_ideal,167.5833,0.053408369
3rd_test,disp_240Hz_ideal,167.9167,0.02591418
3rd_test,disp_240Hz_ideal,168.25,0.051587044
3rd_test,disp_240Hz_ideal,168.5833,0.039267321
3rd_test,disp_240Hz_ideal,168.9167,0.026905643
3rd_test,disp_240Hz_ideal,169.25,0.033381443
3rd_test,disp_240Hz_ideal,169.5833,0.062313801
3rd_test,disp_240Hz_ideal,169.9167,0.041944723
3rd_test,disp_240Hz_ideal,170.25,0.044197733
3rd_test,disp_240Hz_ideal,170.5833,0.042622286
3rd_test,disp_240Hz_ideal,170.9167,0.030585525
3rd_test,disp_240Hz_ideal,171.25,0.037453159
3rd_test,disp_240Hz_ideal,171.5833,0.043696006
3rd_test,disp_240Hz_ideal,171.9167,0.043089935
3rd_test,disp_240Hz_ideal,172.25,0.060124747
3rd_test,disp_240Hz_ideal,172.5833,0.042679034
3rd_test,disp_240Hz_ideal,172.9167,0.047362344
3rd_test,disp_240Hz_ideal,173.25,0.033473024
3rd_test,disp_240Hz_ideal,173.5833,0.037998312
3rd_test,disp_240Hz_ideal,173.9167,0.038673717
3rd_test,disp_240Hz_ideal,174.25,0.033636823
3rd_test,disp_240Hz_ideal,174.5833,0.045279018
3rd_test,disp_240Hz_ideal,174.9167,0.0424986
3rd_test,disp_240Hz_ideal,175.25,0.032629082
3rd_test,disp_240Hz_ideal,175.5833,0.042189925
3rd_test,disp_240Hz_ideal,175.9167,0.032232176
3rd_test,disp_240Hz_ideal,176.25,0.029226156
3rd_test,disp_240Hz_ideal,176.5833,0.042754865
3rd_test,disp_240Hz_ideal,176.9167,0.039713735
3rd_test,disp_240Hz_ideal,177.25,0.049909218
3rd_test,disp_240Hz_ideal,177.5833,0.03155461
3rd_test,disp_240Hz_ideal,177.9167,0.052433435
3rd_test,disp_240Hz_ideal,178.25,0.026997297
3rd_test,disp_240Hz_ideal,178.5833,0.035920459
3rd_test,disp_240Hz_ideal,178.9167,0.039059186
3rd_test,disp_240Hz_ideal,179.25,0.032784244
3rd_test,disp_240Hz_ideal,179.5833,0.035722269
3rd_test,disp_240Hz_ideal,179.9167,0.034194307
3rd_test,disp_240Hz_ideal,180.25,0.032435819
3rd_test,disp_240Hz_ideal,180.5833,0.035997914
3rd_test,disp_240Hz_ideal,180.9167,0.024428167
3rd_test,disp_240Hz_ideal,181.25,0.044969616
3rd_test,disp_240Hz_ideal,181.5833,0.028598808
3rd_test,disp_240Hz_ideal,181.9167,0.049087116
3rd_test,disp_240Hz_ideal,182.25,0.042803744
3rd_test,disp_240Hz_ideal,182.5833,0.048801225
3rd_test,disp_240Hz_ideal,182.9167,0.022527094
3rd_test,disp_240Hz_ideal,183.25,0.047236589
3rd_test,disp_240Hz_ideal,183.5833,0.027998584
3rd_test,disp_240Hz_ideal,183.9167,0.063379838
3rd_test,disp_240Hz_ideal,184.25,0.037041156
3rd_test,disp_240Hz_ideal,184.5833,0.031246663
3rd_test,disp_240Hz_ideal,184.9167,0.031429645
3rd_test,disp_240Hz_ideal,185.25,0.044107667
3rd_test,disp_240Hz_ideal,185.5833,0.061665691
3rd_test,disp_240Hz_ideal,185.9167,0.040303245
3rd_test,disp_240Hz_ideal,186.25,0.037261883
3rd_test,disp_240Hz_ideal,186.5833,0.034955764
3rd_test,disp_240Hz_ideal,186.9167,0.037346255
3rd_test,disp_240Hz_ideal,187.25,0.04135683
3rd_test,disp_240Hz_ideal,187.5833,0.042805583
3rd_test,disp_240Hz_ideal,187.9167,0.040804247
3rd_test,disp_240Hz_ideal,188.25,0.036801419
3rd_test,disp_240Hz_ideal,188.5833,0.036375531
3rd_test,disp_240Hz_ideal,188.9167,0.044892694
3rd_test,disp_240Hz_ideal,189.25,0.04113013
3rd_test,disp_240Hz_ideal,189.5833,0.044541407
3rd_test,disp_240Hz_ideal,189.9167,0.040670473
3rd_test,disp_240Hz_ideal,190.25,0.047205548
3rd_test,disp_240Hz_ideal,190.5833,0.044665577
3rd_test,disp_240Hz_ideal,190.9167,0.033769075
3rd_test,disp_240Hz_ideal,191.25,0.032898915
3rd_test,disp_240Hz_ideal,191.5833,0.030013668
3rd_test,disp_240Hz_ideal,191.9167,0.034640616
3rd_test,disp_240Hz_ideal,192.25,0.039704509
3rd_test,disp_240Hz_ideal,192.5833,0.045254454
3rd_test,disp_240Hz_ideal,192.9167,0.034573746
3rd_test,disp_240Hz_ideal,193.25,0.036822019
3rd_test,disp_240Hz_ideal,193.5833,0.045317166
3rd_test,disp_240Hz_ideal,193.9167,0.022408002
3rd_test,disp_240Hz_ideal,194.25,0.042530695
3rd_test,disp_240Hz_ideal,194.5833,0.029437382
3rd_test,disp_240Hz_ideal,194.9167,0.037445642
3rd_test,disp_240Hz_ideal,195.25,0.026771327
3rd_test,disp_240Hz_ideal,195.5833,0.035386969
3rd_test,disp_240Hz_ideal,195.9167,0.037974569
3rd_test,disp_240Hz_ideal,196.25,0.045775902
3rd_test,disp_240Hz_ideal,196.5833,0.041985421
3rd_test,disp_240Hz_ideal,196.9167,0.029457424
3rd_test,disp_240Hz_ideal,197.25,0.037285333
3rd_test,disp_240Hz_ideal,197.5833,0.039449687
3rd_test,disp_240Hz_ideal,197.9167,0.040609705
3rd_test,disp_240Hz_ideal,198.25,0.059742783
3rd_test,disp_240Hz_ideal,198.5833,0.032974114
3rd_test,disp_240Hz_ideal,198.9167,0.036512071
3rd_test,disp_240Hz_ideal,199.25,0.040497796
3rd_test,disp_240Hz_ideal,199.5833,0.031399059
3rd_test,disp_240Hz_ideal,199.9167,0.034048119
3rd_test,disp_240Hz_ideal,200.25,0.057417809
3rd_test,disp_240Hz_ideal,200.5833,0.044125667
3rd_test,disp_240Hz_ideal,200.9167,0.043969483
3rd_test,disp_240Hz_ideal,201.25,0.046348414
3rd_test,disp_240Hz_ideal,201.5833,0.037367929
3rd_test,disp_240Hz_ideal,201.9167,0.042328694
3rd_test,disp_240Hz_ideal,202.25,0.047293634
3rd_test,disp_240Hz_ideal,202.5833,0.033550383
3rd_test,disp_240Hz_ideal,202.9167,0.048204601
3rd_test,disp_240Hz_ideal,203.25,0.039138059
3rd_test,disp_240Hz_ideal,203.5833,0.030721712
3rd_test,disp_240Hz_ideal,203.9167,0.033813785
3rd_test,disp_240Hz_ideal,204.25,0.051682947
3rd_test,disp_240Hz_ideal,204.5833,0.036148322
3rd_test,disp_240Hz_ideal,204.9167,0.048244474
3rd_test,disp_240Hz_ideal,205.25,0.036241943
3rd_test,disp_240Hz_ideal,205.5833,0.037822537
3rd_test,disp_240Hz_ideal,205.9167,0.044992316
3rd_test,disp_240Hz_ideal,206.25,0.031694174
3rd_test,disp_240Hz_ideal,206.5833,0.037235243
3rd_test,disp_240Hz_ideal,206.9167,0.035214868
3rd_test,disp_240Hz_ideal,207.25,0.026010538
3rd_test,disp_240Hz_ideal,207.5833,0.03691266
3rd_test,disp_240Hz_ideal,207.9167,0.050765908
3rd_test,disp_240Hz_ideal,208.25,0.049905044
3rd_test,disp_240Hz_ideal,208.5833,0.028903012
3rd_test,disp_240Hz_ideal,208.9167,0.047349988
3rd_test,disp_240Hz_ideal,209.25,0.041656722
3rd_test,disp_240Hz_ideal,209.5833,0.020753466
3rd_test,disp_240Hz_ideal,209.9167,0.039766594
3rd_test,disp_240Hz_ideal,210.25,0.039243417
3rd_test,disp_240Hz_ideal,210.5833,0.030758932
3rd_test,disp_240Hz_ideal,210.9167,0.035191613
3rd_test,disp_240Hz_ideal,211.25,0.042398273
3rd_test,disp_240Hz_ideal,211.5833,0.030968601
3rd_test,disp_240Hz_ideal,211.9167,0.044366681
3rd_test,disp_240Hz_ideal,212.25,0.043004172
3rd_test,disp_240Hz_ideal,212.5833,0.029192016
3rd_test,disp_240Hz_ideal,212.9167,0.032255319
3rd_test,disp_240Hz_ideal,213.25,0.055169736
3rd_test,disp_240Hz_ideal,213.5833,0.026715313
3rd_test,disp_240Hz_ideal,213.9167,0.039357559
3rd_test,disp_240Hz_ideal,214.25,0.04433414
3rd_test,disp_240Hz_ideal,214.5833,0.052406701
3rd_test,disp_240Hz_ideal,214.9167,0.038105079
3rd_test,disp_240Hz_ideal,215.25,0.045344577
3rd_test,disp_240Hz_ideal,215.5833,0.030039925
3rd_test,disp_240Hz_ideal,215.9167,0.037347914
3rd_test,disp_240Hz_ideal,216.25,0.028653401
3rd_test,disp_240Hz_ideal,216.5833,0.030394941
3rd_test,disp_240Hz_ideal,216.9167,0.042796497
3rd_test,disp_240Hz_ideal,217.25,0.049873766
3rd_test,disp_240Hz_ideal,217.5833,0.037693479
3rd_test,disp_240Hz_ideal,217.9167,0.028920316
3rd_test,disp_240Hz_ideal,218.25,0.031033183
3rd_test,disp_240Hz_ideal,218.5833,0.052433371
3rd_test,disp_240Hz_ideal,218.9167,0.039891939
3rd_test,disp_240Hz_ideal,219.25,0.041495528
3rd_test,disp_240Hz_ideal,219.5833,0.031379482
3rd_test,disp_240Hz_ideal,219.9167,0.030029774
3rd_test,disp_240Hz_ideal,220.25,0.029402451
3rd_test,disp_240Hz_ideal,220.5833,0.031220752
3rd_test,disp_240Hz_ideal,220.9167,0.036160767
3rd_test,disp_240Hz_ideal,221.25,0.033809564
3rd_test,disp_240Hz_ideal,221.5833,0.048999454
3rd_test,disp_240Hz_ideal,221.9167,0.036508777
3rd_test,disp_240Hz_ideal,222.25,0.067540205
3rd_test,disp_240Hz_ideal,222.5833,0.046188485
3rd_test,disp_240Hz_ideal,222.9167,0.039101478
3rd_test,disp_240Hz_ideal,223.25,0.048789823
3rd_test,disp_240Hz_ideal,223.5833,0.043143369
3rd_test,disp_240Hz_ideal,223.9167,0.041807837
3rd_test,disp_240Hz_ideal,224.25,0.03222317
3rd_test,disp_240Hz_ideal,224.5833,0.039467078
3rd_test,disp_240Hz_ideal,224.9167,0.033464157
3rd_test,disp_240Hz_ideal,225.25,0.02286529
3rd_test,disp_240Hz_ideal,225.5833,0.027992209
3rd_test,disp_240Hz_ideal,225.9167,0.053887357
3rd_test,disp_240Hz_ideal,226.25,0.045468523
3rd_test,disp_240Hz_ideal,226.5833,0.029615835
3rd_test,disp_240Hz_ideal,226.9167,0.038556515
3rd_test,disp_240Hz_ideal,227.25,0.035923854
3rd_test,disp_240Hz_ideal,227.5833,0.044683366
3rd_test,disp_240Hz_ideal,227.9167,0.036295817
3rd_test,disp_240Hz_ideal,228.25,0.038831945
3rd_test,disp_240Hz_ideal,228.5833,0.041170852
3rd_test,disp_240Hz_ideal,228.9167,0.030124181
3rd_test,disp_240Hz_ideal,229.25,0.039039508
3rd_test,disp_240Hz_ideal,229.5833,0.031234807
3rd_test,disp_240Hz_ideal,229.9167,0.02918601
3rd_test,disp_240Hz_ideal,230.25,0.042428248
3rd_test,disp_240Hz_ideal,230.5833,0.036122173
3rd_test,disp_240Hz_ideal,230.9167,0.036820977
3rd_test,disp_240Hz_ideal,231.25,0.038459466
3rd_test,disp_240Hz_ideal,231.5833,0.038794219
3rd_test,disp_240Hz_ideal,231.9167,0.043264778
3rd_test,disp_240Hz_ideal,232.25,0.036744532
3rd_test,disp_240Hz_ideal,232.5833,0.040040162
3rd_test,disp_240Hz_ideal,232.9167,0.03467685
3rd_test,disp_240Hz_ideal,233.25,0.038913328
3rd_test,disp_240Hz_ideal,233.5833,0.042687405
3rd_test,disp_240Hz_ideal,233.9167,0.040852768
3rd_test,disp_240Hz_ideal,234.25,0.041540763
3rd_test,disp_240Hz_ideal,234.5833,0.034132574
3rd_test,disp_240Hz_ideal,234.9167,0.035243267
3rd_test,disp_240Hz_ideal,235.25,0.035875278
3rd_test,disp_240Hz_ideal,235.5833,0.032141699
3rd_test,disp_240Hz_ideal,235.9167,0.028976631
3rd_test,disp_240Hz_ideal,236.25,0.037053043
3rd_test,disp_240Hz_ideal,236.5833,0.035015858
3rd_test,disp_240Hz_ideal,236.9167,0.027740445
3rd_test,disp_240Hz_ideal,237.25,0.040450689
3rd_test,disp_240Hz_ideal,237.5833,0.037130504
3rd_test,disp_240Hz_ideal,237.9167,0.048396784
3rd_test,disp_240Hz_ideal,238.25,0.036196208
3rd_test,disp_240Hz_ideal,238.5833,0.026921973
3rd_test,disp_240Hz_ideal,238.9167,0.034665873
3rd_test,disp_240Hz_ideal,239.25,0.034032835
3rd_test,disp_240Hz_ideal,239.5833,0.04319701
3rd_test,disp_240Hz_ideal,239.9167,0.041073659
3rd_test,disp_240Hz_ideal,240.25,0.036088168
3rd_test,disp_240Hz_ideal,240.5833,0.033268913
3rd_test,disp_240Hz_ideal,240.9167,0.063114593
3rd_test,disp_240Hz_ideal,241.25,0.036854508
3rd_test,disp_240Hz_ideal,241.5833,0.031946635
3rd_test,disp_240Hz_ideal,241.9167,0.039526646
3rd_test,disp_240Hz_ideal,242.25,0.04273579
3rd_test,disp_240Hz_ideal,242.5833,0.043718509
3rd_test,disp_240Hz_ideal,242.9167,0.047829358
3rd_test,disp_240Hz_ideal,243.25,0.041314681
3rd_test,disp_240Hz_ideal,243.5833,0.066188113
3rd_test,disp_240Hz_ideal,243.9167,0.031256767
3rd_test,disp_240Hz_ideal,244.25,0.031571362
3rd_test,disp_240Hz_ideal,244.5833,0.033015963
3rd_test,disp_240Hz_ideal,244.9167,0.045862192
3rd_test,disp_240Hz_ideal,245.25,0.03779846
3rd_test,disp_240Hz_ideal,245.5833,0.036550068
3rd_test,disp_240Hz_ideal,245.9167,0.035422582
3rd_test,disp_240Hz_ideal,246.25,0.032111898
3rd_test,disp_240Hz_ideal,246.5833,0.033543322
3rd_test,disp_240Hz_ideal,246.9167,0.042545192
3rd_test,disp_240Hz_ideal,247.25,0.050726925
3rd_test,disp_240Hz_ideal,247.5833,0.051939271
3rd_test,disp_240Hz_ideal,247.9167,0.02990298
3rd_test,disp_240Hz_ideal,248.25,0.050232192
3rd_test,disp_240Hz_ideal,248.5833,0.022905349
3rd_test,disp_240Hz_ideal,248.9167,0.042844032
3rd_test,disp_240Hz_ideal,249.25,0.033054314
3rd_test,disp_240Hz_ideal,249.5833,0.044636719
3rd_test,disp_240Hz_ideal,249.9167,0.044718641
3rd_test,disp_240Hz_ideal,250.25,0.06141473
3rd_test,disp_240Hz_ideal,250.5833,0.030101961
3rd_test,disp_240Hz_ideal,250.9167,0.065673288
3rd_test,disp_240Hz_ideal,251.25,0.036141979
3rd_test,disp_240Hz_ideal,251.5833,0.044062462
3rd_test,disp_240Hz_ideal,251.9167,0.040427019
3rd_test,disp_240Hz_ideal,252.25,0.047813721
3rd_test,disp_240Hz_ideal,252.5833,0.064022209
3rd_test,disp_240Hz_ideal,252.9167,0.046428331
3rd_test,disp_240Hz_ideal,253.25,0.046725133
3rd_test,disp_240Hz_ideal,253.5833,0.03787561
3rd_test,disp_240Hz_ideal,253.9167,0.048879426
3rd_test,disp_240Hz_ideal,254.25,0.047177011
3rd_test,disp_240Hz_ideal,254.5833,0.032616649
3rd_test,disp_240Hz_ideal,254.9167,0.041552658
3rd_test,disp_240Hz_ideal,255.25,0.049769679
3rd_test,disp_240Hz_ideal,255.5833,0.039970551
3rd_test,disp_240Hz_ideal,255.9167,0.036347959
3rd_test,disp_240Hz_ideal,256.25,0.03242975
3rd_test,disp_240Hz_ideal,256.5833,0.031038519
3rd_test,disp_240Hz_ideal,256.9167,0.029847588
3rd_test,disp_240Hz_ideal,257.25,0.025408632
3rd_test,disp_240Hz_ideal,257.5833,0.029757552
3rd_test,disp_240Hz_ideal,257.9167,0.024865114
3rd_test,disp_240Hz_ideal,258.25,0.032882749
3rd_test,disp_240Hz_ideal,258.5833,0.031333986
3rd_test,disp_240Hz_ideal,258.9167,0.037153013
3rd_test,disp_240Hz_ideal,259.25,0.0228065
3rd_test,disp_240Hz_ideal,259.5833,0.047214674
3rd_test,disp_240Hz_ideal,259.9167,0.038010954
3rd_test,disp_240Hz_ideal,260.25,0.038467902
3rd_test,disp_240Hz_ideal,260.5833,0.031829477
3rd_test,disp_240Hz_ideal,260.9167,0.046328977
3rd_test,disp_240Hz_ideal,261.25,0.03855578
3rd_test,disp_240Hz_ideal,261.5833,0.045296933
3rd_test,disp_240Hz_ideal,261.9167,0.033337098
3rd_test,disp_240Hz_ideal,266.5864,0.039267759
3rd_test,disp_240Hz_ideal,266.7928,0.047243713
3rd_test,disp_240Hz_ideal,267.1261,0.030647221
3rd_test,disp_240Hz_ideal,267.4594,0.034838907
3rd_test,disp_240Hz_ideal,267.7928,0.039066108
3rd_test,disp_240Hz_ideal,268.1261,0.044249525
3rd_test,disp_240Hz_ideal,268.4594,0.040398564
3rd_test,disp_240Hz_ideal,268.7928,0.030166482
3rd_test,disp_240Hz_ideal,269.1261,0.03521236
3rd_test,disp_240Hz_ideal,269.4594,0.030929027
3rd_test,disp_240Hz_ideal,269.7928,0.02929024
3rd_test,disp_240Hz_ideal,270.1261,0.05026711
3rd_test,disp_240Hz_ideal,270.4594,0.039873165
3rd_test,disp_240Hz_ideal,270.7928,0.044820236
3rd_test,disp_240Hz_ideal,271.1261,0.041890969
3rd_test,disp_240Hz_ideal,271.4594,0.057980147
3rd_test,disp_240Hz_ideal,271.7928,0.02802415
3rd_test,disp_240Hz_ideal,272.1261,0.044035864
3rd_test,disp_240Hz_ideal,272.4594,0.050424432
3rd_test,disp_240Hz_ideal,272.7928,0.051709531
3rd_test,disp_240Hz_ideal,273.1261,0.033705985
3rd_test,disp_240Hz_ideal,273.4594,0.043100217
3rd_test,disp_240Hz_ideal,273.7928,0.040716917
3rd_test,disp_240Hz_ideal,274.1261,0.052361211
3rd_test,disp_240Hz_ideal,274.4594,0.027322261
3rd_test,disp_240Hz_ideal,274.7928,0.053762804
3rd_test,disp_240Hz_ideal,275.1261,0.027991939
3rd_test,disp_240Hz_ideal,275.4594,0.045076734
3rd_test,disp_240Hz_ideal,275.7928,0.038674165
3rd_test,disp_240Hz_ideal,276.1261,0.03580966
3rd_test,disp_240Hz_ideal,276.4594,0.035075362
3rd_test,disp_240Hz_ideal,276.7928,0.039176783
3rd_test,disp_240Hz_ideal,277.1261,0.02901463
3rd_test,disp_240Hz_ideal,277.4594,0.047444216
3rd_test,disp_240Hz_ideal,277.7928,0.032789788
3rd_test,disp_240Hz_ideal,278.1261,0.053879396
3rd_test,disp_240Hz_ideal,278.4594,0.035405223
3rd_test,disp_240Hz_ideal,278.7928,0.029204119
3rd_test,disp_240Hz_ideal,279.1261,0.029976942
3rd_test,disp_240Hz_ideal,279.4594,0.050337007
3rd_test,disp_240Hz_ideal,279.7928,0.023238733
3rd_test,disp_240Hz_ideal,280.1261,0.033118275
3rd_test,disp_240Hz_ideal,280.4594,0.047130472
3rd_test,disp_240Hz_ideal,280.7928,0.035654861
3rd_test,disp_240Hz_ideal,281.1261,0.049721087
3rd_test,disp_240Hz_ideal,281.4594,0.035268165
3rd_test,disp_240Hz_ideal,281.7928,0.037540718
3rd_test,disp_240Hz_ideal,282.1261,0.032792769
3rd_test,disp_240Hz_ideal,282.4594,0.048631088
3rd_test,disp_240Hz_ideal,282.7928,0.029732352
3rd_test,disp_240Hz_ideal,283.1261,0.037879081
3rd_test,disp_240Hz_ideal,283.4594,0.027933536
3rd_test,disp_240Hz_ideal,283.7928,0.036132819
3rd_test,disp_240Hz_ideal,284.1261,0.029353119
3rd_test,disp_240Hz_ideal,284.4594,0.037372841
3rd_test,disp_240Hz_ideal,284.7928,0.040692664
3rd_test,disp_240Hz_ideal,285.1261,0.046038099
3rd_test,disp_240Hz_ideal,285.4594,0.033076762
3rd_test,disp_240Hz_ideal,285.7928,0.046668655
3rd_test,disp_240Hz_ideal,286.1261,0.043305958
3rd_test,disp_240Hz_ideal,286.4594,0.02712844
3rd_test,disp_240Hz_ideal,286.7928,0.030958233
3rd_test,disp_240Hz_ideal,287.1261,0.03073502
3rd_test,disp_240Hz_ideal,287.4594,0.044449937
3rd_test,disp_240Hz_ideal,287.7928,0.037506188
3rd_test,disp_240Hz_ideal,288.1261,0.033248928
3rd_test,disp_240Hz_ideal,288.4594,0.030108438
3rd_test,disp_240Hz_ideal,288.7928,0.041165188
3rd_test,disp_240Hz_ideal,289.1261,0.041868107
3rd_test,disp_240Hz_ideal,289.4594,0.039308852
3rd_test,disp_240Hz_ideal,289.7928,0.03201681
3rd_test,disp_240Hz_ideal,290.1261,0.025414775
3rd_test,disp_240Hz_ideal,290.4594,0.049256173
3rd_test,disp_240Hz_ideal,290.7928,0.044823321
3rd_test,disp_240Hz_ideal,291.1261,0.03489913
3rd_test,disp_240Hz_ideal,291.4594,0.03747363
3rd_test,disp_240Hz_ideal,291.7928,0.037690224
3rd_test,disp_240Hz_ideal,292.1261,0.047271775
3rd_test,disp_240Hz_ideal,292.4594,0.02499224
3rd_test,disp_240Hz_ideal,292.7928,0.066894343
3rd_test,disp_240Hz_ideal,293.1261,0.039607442
3rd_test,disp_240Hz_ideal,293.4594,0.026767833
3rd_test,disp_240Hz_ideal,293.7928,0.025327642
3rd_test,disp_240Hz_ideal,294.1261,0.023910461
3rd_test,disp_240Hz_ideal,294.4594,0.04265879
3rd_test,disp_240Hz_ideal,294.7928,0.030242415
3rd_test,disp_240Hz_ideal,295.1261,0.045077523
3rd_test,disp_240Hz_ideal,295.4594,0.040131546
3rd_test,disp_240Hz_ideal,295.7928,0.043160915
3rd_test,disp_240Hz_ideal,296.1261,0.031345053
3rd_test,disp_240Hz_ideal,296.4594,0.036116618
3rd_test,disp_240Hz_ideal,296.7928,0.051848244
3rd_test,disp_240Hz_ideal,297.1261,0.035803678
3rd_test,disp_240Hz_ideal,297.4594,0.048300411
3rd_test,disp_240Hz_ideal,297.7928,0.0533729
3rd_test,disp_240Hz_ideal,298.1261,0.034401435
3rd_test,disp_240Hz_ideal,298.4594,0.040614781
3rd_test,disp_240Hz_ideal,298.7928,0.03706491
3rd_test,disp_240Hz_ideal,299.1261,0.021231325
3rd_test,disp_240Hz_ideal,299.4594,0.045122301
3rd_test,disp_240Hz_ideal,299.7928,0.034836456
3rd_test,disp_240Hz_ideal,300.1261,0.037210077
3rd_test,disp_240Hz_ideal,300.4594,0.034280232
3rd_test,disp_240Hz_ideal,300.7928,0.04477465
3rd_test,disp_240Hz_ideal,301.1261,0.039621416
3rd_test,disp_240Hz_ideal,301.4594,0.035211823
3rd_test,disp_240Hz_ideal,301.7928,0.04223215
3rd_test,disp_240Hz_ideal,302.1261,0.039434676
3rd_test,disp_240Hz_ideal,302.4594,0.030289996
3rd_test,disp_240Hz_ideal,302.7928,0.036367624
3rd_test,disp_240Hz_ideal,303.1261,0.030097124
3rd_test,disp_240Hz_ideal,303.4594,0.045018266
3rd_test,disp_240Hz_ideal,303.7928,0.043028168
3rd_test,disp_240Hz_ideal,304.1261,0.035010377
