test,condition,featureset,hours,score,threshold
3rd_test,disp_full_48kHz,dimensionless,136.5833,4.442821,6.028933
3rd_test,disp_full_48kHz,dimensionless,136.9167,1.809126,6.028933
3rd_test,disp_full_48kHz,dimensionless,137.25,3.107695,6.028933
3rd_test,disp_full_48kHz,dimensionless,137.5833,2.755278,6.028933
3rd_test,disp_full_48kHz,dimensionless,137.9167,2.072022,6.028933
3rd_test,disp_full_48kHz,dimensionless,138.25,3.187675,6.028933
3rd_test,disp_full_48kHz,dimensionless,138.5833,3.046432,6.028933
3rd_test,disp_full_48kHz,dimensionless,138.9167,3.577204,6.028933
3rd_test,disp_full_48kHz,dimensionless,139.25,3.018224,6.028933
3rd_test,disp_full_48kHz,dimensionless,139.5833,2.106535,6.028933
3rd_test,disp_full_48kHz,dimensionless,139.9167,1.973728,6.028933
3rd_test,disp_full_48kHz,dimensionless,140.25,1.354469,6.028933
3rd_test,disp_full_48kHz,dimensionless,140.5833,1.507938,6.028933
3rd_test,disp_full_48kHz,dimensionless,140.9167,3.582088,6.028933
3rd_test,disp_full_48kHz,dimensionless,141.25,2.205217,6.028933
3rd_test,disp_full_48kHz,dimensionless,141.5833,2.162513,6.028933
3rd_test,disp_full_48kHz,dimensionless,141.9167,1.45336,6.028933
3rd_test,disp_full_48kHz,dimensionless,142.25,2.153559,6.028933
3rd_test,disp_full_48kHz,dimensionless,142.5833,2.166921,6.028933
3rd_test,disp_full_48kHz,dimensionless,142.9167,3.066526,6.028933
3rd_test,disp_full_48kHz,dimensionless,143.25,2.980848,6.028933
3rd_test,disp_full_48kHz,dimensionless,143.5833,1.773023,6.028933
3rd_test,disp_full_48kHz,dimensionless,143.9167,1.536942,6.028933
3rd_test,disp_full_48kHz,dimensionless,144.25,2.065146,6.028933
3rd_test,disp_full_48kHz,dimensionless,144.5833,2.26431,6.028933
3rd_test,disp_full_48kHz,dimensionless,144.9167,4.371054,6.028933
3rd_test,disp_full_48kHz,dimensionless,145.25,1.923297,6.028933
3rd_test,disp_full_48kHz,dimensionless,145.5833,4.64365,6.028933
3rd_test,disp_full_48kHz,dimensionless,145.9167,1.724298,6.028933
3rd_test,disp_full_48kHz,dimensionless,146.25,1.592862,6.028933
3rd_test,disp_full_48kHz,dimensionless,146.5833,2.729095,6.028933
3rd_test,disp_full_48kHz,dimensionless,146.9167,2.187245,6.028933
3rd_test,disp_full_48kHz,dimensionless,147.25,2.039646,6.028933
3rd_test,disp_full_48kHz,dimensionless,147.5833,1.446059,6.028933
3rd_test,disp_full_48kHz,dimensionless,147.9167,1.947668,6.028933
3rd_test,disp_full_48kHz,dimensionless,148.25,1.337419,6.028933
3rd_test,disp_full_48kHz,dimensionless,148.5833,1.169089,6.028933
3rd_test,disp_full_48kHz,dimensionless,148.9167,1.653985,6.028933
3rd_test,disp_full_48kHz,dimensionless,149.25,1.812047,6.028933
3rd_test,disp_full_48kHz,dimensionless,149.5833,1.319067,6.028933
3rd_test,disp_full_48kHz,dimensionless,149.9167,2.043701,6.028933
3rd_test,disp_full_48kHz,dimensionless,150.25,2.439277,6.028933
3rd_test,disp_full_48kHz,dimensionless,150.5833,2.474023,6.028933
3rd_test,disp_full_48kHz,dimensionless,150.9167,1.528619,6.028933
3rd_test,disp_full_48kHz,dimensionless,151.25,1.979006,6.028933
3rd_test,disp_full_48kHz,dimensionless,151.5833,2.094854,6.028933
3rd_test,disp_full_48kHz,dimensionless,151.9167,1.277699,6.028933
3rd_test,disp_full_48kHz,dimensionless,152.25,2.358064,6.028933
3rd_test,disp_full_48kHz,dimensionless,152.5833,2.988331,6.028933
3rd_test,disp_full_48kHz,dimensionless,152.9167,1.596876,6.028933
3rd_test,disp_full_48kHz,dimensionless,153.25,2.698269,6.028933
3rd_test,disp_full_48kHz,dimensionless,153.5833,2.916803,6.028933
3rd_test,disp_full_48kHz,dimensionless,153.9167,2.049236,6.028933
3rd_test,disp_full_48kHz,dimensionless,154.25,2.83526,6.028933
3rd_test,disp_full_48kHz,dimensionless,154.5833,3.813937,6.028933
3rd_test,disp_full_48kHz,dimensionless,154.9167,2.528348,6.028933
3rd_test,disp_full_48kHz,dimensionless,155.25,2.490647,6.028933
3rd_test,disp_full_48kHz,dimensionless,155.5833,2.102574,6.028933
3rd_test,disp_full_48kHz,dimensionless,155.9167,1.929611,6.028933
3rd_test,disp_full_48kHz,dimensionless,156.25,1.646427,6.028933
3rd_test,disp_full_48kHz,dimensionless,156.5833,2.073323,6.028933
3rd_test,disp_full_48kHz,dimensionless,156.9167,2.105794,6.028933
3rd_test,disp_full_48kHz,dimensionless,157.25,2.919436,6.028933
3rd_test,disp_full_48kHz,dimensionless,157.5833,4.73853,6.028933
3rd_test,disp_full_48kHz,dimensionless,157.9167,4.394,6.028933
3rd_test,disp_full_48kHz,dimensionless,158.25,4.95526,6.028933
3rd_test,disp_full_48kHz,dimensionless,158.5833,3.228727,6.028933
3rd_test,disp_full_48kHz,dimensionless,158.9167,2.381425,6.028933
3rd_test,disp_full_48kHz,dimensionless,159.25,2.480961,6.028933
3rd_test,disp_full_48kHz,dimensionless,159.5833,2.553917,6.028933
3rd_test,disp_full_48kHz,dimensionless,159.9167,1.273588,6.028933
3rd_test,disp_full_48kHz,dimensionless,160.25,1.445241,6.028933
3rd_test,disp_full_48kHz,dimensionless,160.5833,2.889333,6.028933
3rd_test,disp_full_48kHz,dimensionless,160.9167,3.063715,6.028933
3rd_test,disp_full_48kHz,dimensionless,161.25,1.456267,6.028933
3rd_test,disp_full_48kHz,dimensionless,161.5833,4.080726,6.028933
3rd_test,disp_full_48kHz,dimensionless,161.9167,2.249491,6.028933
3rd_test,disp_full_48kHz,dimensionless,162.25,0.969689,6.028933
3rd_test,disp_full_48kHz,dimensionless,162.5833,2.955236,6.028933
3rd_test,disp_full_48kHz,dimensionless,162.9167,1.88257,6.028933
3rd_test,disp_full_48kHz,dimensionless,163.25,1.855389,6.028933
3rd_test,disp_full_48kHz,dimensionless,163.5833,5.413744,6.028933
3rd_test,disp_full_48kHz,dimensionless,163.9167,2.149047,6.028933
3rd_test,disp_full_48kHz,dimensionless,164.25,4.257796,6.028933
3rd_test,disp_full_48kHz,dimensionless,164.5833,2.679144,6.028933
3rd_test,disp_full_48kHz,dimensionless,164.9167,7.485805,6.028933
3rd_test,disp_full_48kHz,dimensionless,165.25,2.460198,6.028933
3rd_test,disp_full_48kHz,dimensionless,165.5833,1.374914,6.028933
3rd_test,disp_full_48kHz,dimensionless,165.9167,2.781004,6.028933
3rd_test,disp_full_48kHz,dimensionless,166.25,2.188418,6.028933
3rd_test,disp_full_48kHz,dimensionless,166.5833,4.230764,6.028933
3rd_test,disp_full_48kHz,dimensionless,166.9167,5.405811,6.028933
3rd_test,disp_full_48kHz,dimensionless,167.25,1.993711,6.028933
3rd_test,disp_full_48kHz,dimensionless,167.5833,1.62003,6.028933
3rd_test,disp_full_48kHz,dimensionless,167.9167,3.147394,6.028933
3rd_test,disp_full_48kHz,dimensionless,168.25,1.864436,6.028933
3rd_test,disp_full_48kHz,dimensionless,168.5833,1.800562,6.028933
3rd_test,disp_full_48kHz,dimensionless,168.9167,4.132616,6.028933
3rd_test,disp_full_48kHz,dimensionless,169.25,2.158578,6.028933
3rd_test,disp_full_48kHz,dimensionless,169.5833,1.534773,6.028933
3rd_test,disp_full_48kHz,dimensionless,169.9167,1.672384,6.028933
3rd_test,disp_full_48kHz,dimensionless,170.25,3.068104,6.028933
3rd_test,disp_full_48kHz,dimensionless,170.5833,3.324397,6.028933
3rd_test,disp_full_48kHz,dimensionless,170.9167,1.317632,6.028933
3rd_test,disp_full_48kHz,dimensionless,171.25,2.382979,6.028933
3rd_test,disp_full_48kHz,dimensionless,171.5833,2.260046,6.028933
3rd_test,disp_full_48kHz,dimensionless,171.9167,1.891943,6.028933
3rd_test,disp_full_48kHz,dimensionless,172.25,1.997945,6.028933
3rd_test,disp_full_48kHz,dimensionless,172.5833,2.590181,6.028933
3rd_test,disp_full_48kHz,dimensionless,172.9167,1.694072,6.028933
3rd_test,disp_full_48kHz,dimensionless,173.25,1.395036,6.028933
3rd_test,disp_full_48kHz,dimensionless,173.5833,2.214222,6.028933
3rd_test,disp_full_48kHz,dimensionless,173.9167,1.494044,6.028933
3rd_test,disp_full_48kHz,dimensionless,174.25,1.925931,6.028933
3rd_test,disp_full_48kHz,dimensionless,174.5833,2.092536,6.028933
3rd_test,disp_full_48kHz,dimensionless,174.9167,2.860858,6.028933
3rd_test,disp_full_48kHz,dimensionless,175.25,1.796153,6.028933
3rd_test,disp_full_48kHz,dimensionless,175.5833,3.274789,6.028933
3rd_test,disp_full_48kHz,dimensionless,175.9167,2.186774,6.028933
3rd_test,disp_full_48kHz,dimensionless,176.25,1.619741,6.028933
3rd_test,disp_full_48kHz,dimensionless,176.5833,2.114042,6.028933
3rd_test,disp_full_48kHz,dimensionless,176.9167,1.745569,6.028933
3rd_test,disp_full_48kHz,dimensionless,177.25,2.052045,6.028933
3rd_test,disp_full_48kHz,dimensionless,177.5833,2.785237,6.028933
3rd_test,disp_full_48kHz,dimensionless,177.9167,1.6565,6.028933
3rd_test,disp_full_48kHz,dimensionless,178.25,2.416335,6.028933
3rd_test,disp_full_48kHz,dimensionless,178.5833,1.341395,6.028933
3rd_test,disp_full_48kHz,dimensionless,178.9167,3.541015,6.028933
3rd_test,disp_full_48kHz,dimensionless,179.25,1.917659,6.028933
3rd_test,disp_full_48kHz,dimensionless,179.5833,1.373065,6.028933
3rd_test,disp_full_48kHz,dimensionless,179.9167,2.011041,6.028933
3rd_test,disp_full_48kHz,dimensionless,180.25,2.480897,6.028933
3rd_test,disp_full_48kHz,dimensionless,180.5833,3.358522,6.028933
3rd_test,disp_full_48kHz,dimensionless,180.9167,3.216127,6.028933
3rd_test,disp_full_48kHz,dimensionless,181.25,3.431349,6.028933
3rd_test,disp_full_48kHz,dimensionless,181.5833,2.466687,6.028933
3rd_test,disp_full_48kHz,dimensionless,181.9167,1.879154,6.028933
3rd_test,disp_full_48kHz,dimensionless,182.25,1.817287,6.028933
3rd_test,disp_full_48kHz,dimensionless,182.5833,2.020462,6.028933
3rd_test,disp_full_48kHz,dimensionless,182.9167,1.535412,6.028933
3rd_test,disp_full_48kHz,dimensionless,183.25,4.136341,6.028933
3rd_test,disp_full_48kHz,dimensionless,183.5833,6.214883,6.028933
3rd_test,disp_full_48kHz,dimensionless,183.9167,2.242928,6.028933
3rd_test,disp_full_48kHz,dimensionless,184.25,1.756641,6.028933
3rd_test,disp_full_48kHz,dimensionless,184.5833,1.467823,6.028933
3rd_test,disp_full_48kHz,dimensionless,184.9167,1.427471,6.028933
3rd_test,disp_full_48kHz,dimensionless,185.25,1.530369,6.028933
3rd_test,disp_full_48kHz,dimensionless,185.5833,2.43064,6.028933
3rd_test,disp_full_48kHz,dimensionless,185.9167,2.200256,6.028933
3rd_test,disp_full_48kHz,dimensionless,186.25,2.101105,6.028933
3rd_test,disp_full_48kHz,dimensionless,186.5833,2.624402,6.028933
3rd_test,disp_full_48kHz,dimensionless,186.9167,1.151099,6.028933
3rd_test,disp_full_48kHz,dimensionless,187.25,2.496642,6.028933
3rd_test,disp_full_48kHz,dimensionless,187.5833,1.824566,6.028933
3rd_test,disp_full_48kHz,dimensionless,187.9167,1.99659,6.028933
3rd_test,disp_full_48kHz,dimensionless,188.25,1.608827,6.028933
3rd_test,disp_full_48kHz,dimensionless,188.5833,2.321232,6.028933
3rd_test,disp_full_48kHz,dimensionless,188.9167,2.419462,6.028933
3rd_test,disp_full_48kHz,dimensionless,189.25,1.783654,6.028933
3rd_test,disp_full_48kHz,dimensionless,189.5833,1.61839,6.028933
3rd_test,disp_full_48kHz,dimensionless,189.9167,2.476791,6.028933
3rd_test,disp_full_48kHz,dimensionless,190.25,2.461243,6.028933
3rd_test,disp_full_48kHz,dimensionless,190.5833,2.169038,6.028933
3rd_test,disp_full_48kHz,dimensionless,190.9167,1.452753,6.028933
3rd_test,disp_full_48kHz,dimensionless,191.25,2.398263,6.028933
3rd_test,disp_full_48kHz,dimensionless,191.5833,1.121977,6.028933
3rd_test,disp_full_48kHz,dimensionless,191.9167,1.756553,6.028933
3rd_test,disp_full_48kHz,dimensionless,192.25,1.962149,6.028933
3rd_test,disp_full_48kHz,dimensionless,192.5833,1.5932,6.028933
3rd_test,disp_full_48kHz,dimensionless,192.9167,2.957137,6.028933
3rd_test,disp_full_48kHz,dimensionless,193.25,1.030539,6.028933
3rd_test,disp_full_48kHz,dimensionless,193.5833,1.310165,6.028933
3rd_test,disp_full_48kHz,dimensionless,193.9167,4.558078,6.028933
3rd_test,disp_full_48kHz,dimensionless,194.25,5.666848,6.028933
3rd_test,disp_full_48kHz,dimensionless,194.5833,2.284229,6.028933
3rd_test,disp_full_48kHz,dimensionless,194.9167,3.578135,6.028933
3rd_test,disp_full_48kHz,dimensionless,195.25,1.677477,6.028933
3rd_test,disp_full_48kHz,dimensionless,195.5833,3.316822,6.028933
3rd_test,disp_full_48kHz,dimensionless,195.9167,1.464148,6.028933
3rd_test,disp_full_48kHz,dimensionless,196.25,2.410935,6.028933
3rd_test,disp_full_48kHz,dimensionless,196.5833,2.53528,6.028933
3rd_test,disp_full_48kHz,dimensionless,196.9167,2.531124,6.028933
3rd_test,disp_full_48kHz,dimensionless,197.25,2.02342,6.028933
3rd_test,disp_full_48kHz,dimensionless,197.5833,2.328893,6.028933
3rd_test,disp_full_48kHz,dimensionless,197.9167,1.813409,6.028933
3rd_test,disp_full_48kHz,dimensionless,198.25,2.884461,6.028933
3rd_test,disp_full_48kHz,dimensionless,198.5833,1.470143,6.028933
3rd_test,disp_full_48kHz,dimensionless,198.9167,3.524611,6.028933
3rd_test,disp_full_48kHz,dimensionless,199.25,2.118979,6.028933
3rd_test,disp_full_48kHz,dimensionless,199.5833,2.879513,6.028933
3rd_test,disp_full_48kHz,dimensionless,199.9167,1.357942,6.028933
3rd_test,disp_full_48kHz,dimensionless,200.25,1.760646,6.028933
3rd_test,disp_full_48kHz,dimensionless,200.5833,1.572779,6.028933
3rd_test,disp_full_48kHz,dimensionless,200.9167,1.497534,6.028933
3rd_test,disp_full_48kHz,dimensionless,201.25,1.995962,6.028933
3rd_test,disp_full_48kHz,dimensionless,201.5833,2.275625,6.028933
3rd_test,disp_full_48kHz,dimensionless,201.9167,1.925791,6.028933
3rd_test,disp_full_48kHz,dimensionless,202.25,2.800862,6.028933
3rd_test,disp_full_48kHz,dimensionless,202.5833,3.597739,6.028933
3rd_test,disp_full_48kHz,dimensionless,202.9167,2.582572,6.028933
3rd_test,disp_full_48kHz,dimensionless,203.25,2.940983,6.028933
3rd_test,disp_full_48kHz,dimensionless,203.5833,1.449187,6.028933
3rd_test,disp_full_48kHz,dimensionless,203.9167,2.19097,6.028933
3rd_test,disp_full_48kHz,dimensionless,204.25,2.748001,6.028933
3rd_test,disp_full_48kHz,dimensionless,204.5833,1.173603,6.028933
3rd_test,disp_full_48kHz,dimensionless,204.9167,1.625799,6.028933
3rd_test,disp_full_48kHz,dimensionless,205.25,1.127469,6.028933
3rd_test,disp_full_48kHz,dimensionless,205.5833,4.996623,6.028933
3rd_test,disp_full_48kHz,dimensionless,205.9167,1.936451,6.028933
3rd_test,disp_full_48kHz,dimensionless,206.25,2.23576,6.028933
3rd_test,disp_full_48kHz,dimensionless,206.5833,3.950627,6.028933
3rd_test,disp_full_48kHz,dimensionless,206.9167,1.773276,6.028933
3rd_test,disp_full_48kHz,dimensionless,207.25,2.787436,6.028933
3rd_test,disp_full_48kHz,dimensionless,207.5833,1.771971,6.028933
3rd_test,disp_full_48kHz,dimensionless,207.9167,2.666796,6.028933
3rd_test,disp_full_48kHz,dimensionless,208.25,3.171117,6.028933
3rd_test,disp_full_48kHz,dimensionless,208.5833,1.707234,6.028933
3rd_test,disp_full_48kHz,dimensionless,208.9167,2.619233,6.028933
3rd_test,disp_full_48kHz,dimensionless,209.25,2.774076,6.028933
3rd_test,disp_full_48kHz,dimensionless,209.5833,3.068083,6.028933
3rd_test,disp_full_48kHz,dimensionless,209.9167,2.134138,6.028933
3rd_test,disp_full_48kHz,dimensionless,210.25,1.509758,6.028933
3rd_test,disp_full_48kHz,dimensionless,210.5833,2.38458,6.028933
3rd_test,disp_full_48kHz,dimensionless,210.9167,1.523158,6.028933
3rd_test,disp_full_48kHz,dimensionless,211.25,2.065851,6.028933
3rd_test,disp_full_48kHz,dimensionless,211.5833,2.302745,6.028933
3rd_test,disp_full_48kHz,dimensionless,211.9167,2.073563,6.028933
3rd_test,disp_full_48kHz,dimensionless,212.25,2.390001,6.028933
3rd_test,disp_full_48kHz,dimensionless,212.5833,3.049598,6.028933
3rd_test,disp_full_48kHz,dimensionless,212.9167,2.014037,6.028933
3rd_test,disp_full_48kHz,dimensionless,213.25,2.284088,6.028933
3rd_test,disp_full_48kHz,dimensionless,213.5833,5.25683,6.028933
3rd_test,disp_full_48kHz,dimensionless,213.9167,3.15342,6.028933
3rd_test,disp_full_48kHz,dimensionless,214.25,1.302744,6.028933
3rd_test,disp_full_48kHz,dimensionless,214.5833,1.974527,6.028933
3rd_test,disp_full_48kHz,dimensionless,214.9167,1.292852,6.028933
3rd_test,disp_full_48kHz,dimensionless,215.25,1.445571,6.028933
3rd_test,disp_full_48kHz,dimensionless,215.5833,2.838337,6.028933
3rd_test,disp_full_48kHz,dimensionless,215.9167,1.727345,6.028933
3rd_test,disp_full_48kHz,dimensionless,216.25,1.883386,6.028933
3rd_test,disp_full_48kHz,dimensionless,216.5833,2.822564,6.028933
3rd_test,disp_full_48kHz,dimensionless,216.9167,3.897558,6.028933
3rd_test,disp_full_48kHz,dimensionless,217.25,1.914725,6.028933
3rd_test,disp_full_48kHz,dimensionless,217.5833,2.891026,6.028933
3rd_test,disp_full_48kHz,dimensionless,217.9167,2.251257,6.028933
3rd_test,disp_full_48kHz,dimensionless,218.25,1.548187,6.028933
3rd_test,disp_full_48kHz,dimensionless,218.5833,2.613089,6.028933
3rd_test,disp_full_48kHz,dimensionless,218.9167,2.170321,6.028933
3rd_test,disp_full_48kHz,dimensionless,219.25,2.176487,6.028933
3rd_test,disp_full_48kHz,dimensionless,219.5833,4.075756,6.028933
3rd_test,disp_full_48kHz,dimensionless,219.9167,1.189498,6.028933
3rd_test,disp_full_48kHz,dimensionless,220.25,1.850762,6.028933
3rd_test,disp_full_48kHz,dimensionless,220.5833,2.731252,6.028933
3rd_test,disp_full_48kHz,dimensionless,220.9167,1.727008,6.028933
3rd_test,disp_full_48kHz,dimensionless,221.25,2.120797,6.028933
3rd_test,disp_full_48kHz,dimensionless,221.5833,2.106569,6.028933
3rd_test,disp_full_48kHz,dimensionless,221.9167,3.823062,6.028933
3rd_test,disp_full_48kHz,dimensionless,222.25,2.427916,6.028933
3rd_test,disp_full_48kHz,dimensionless,222.5833,1.946646,6.028933
3rd_test,disp_full_48kHz,dimensionless,222.9167,2.666979,6.028933
3rd_test,disp_full_48kHz,dimensionless,223.25,2.54779,6.028933
3rd_test,disp_full_48kHz,dimensionless,223.5833,2.083319,6.028933
3rd_test,disp_full_48kHz,dimensionless,223.9167,1.499137,6.028933
3rd_test,disp_full_48kHz,dimensionless,224.25,2.995689,6.028933
3rd_test,disp_full_48kHz,dimensionless,224.5833,2.462315,6.028933
3rd_test,disp_full_48kHz,dimensionless,224.9167,1.967019,6.028933
3rd_test,disp_full_48kHz,dimensionless,225.25,5.162011,6.028933
3rd_test,disp_full_48kHz,dimensionless,225.5833,3.238302,6.028933
3rd_test,disp_full_48kHz,dimensionless,225.9167,1.64489,6.028933
3rd_test,disp_full_48kHz,dimensionless,226.25,1.894385,6.028933
3rd_test,disp_full_48kHz,dimensionless,226.5833,2.636514,6.028933
3rd_test,disp_full_48kHz,dimensionless,226.9167,2.044029,6.028933
3rd_test,disp_full_48kHz,dimensionless,227.25,2.387752,6.028933
3rd_test,disp_full_48kHz,dimensionless,227.5833,1.123698,6.028933
3rd_test,disp_full_48kHz,dimensionless,227.9167,2.997843,6.028933
3rd_test,disp_full_48kHz,dimensionless,228.25,2.405039,6.028933
3rd_test,disp_full_48kHz,dimensionless,228.5833,2.1089,6.028933
3rd_test,disp_full_48kHz,dimensionless,228.9167,1.316867,6.028933
3rd_test,disp_full_48kHz,dimensionless,229.25,1.536341,6.028933
3rd_test,disp_full_48kHz,dimensionless,229.5833,1.616085,6.028933
3rd_test,disp_full_48kHz,dimensionless,229.9167,3.28564,6.028933
3rd_test,disp_full_48kHz,dimensionless,230.25,1.632484,6.028933
3rd_test,disp_full_48kHz,dimensionless,230.5833,1.96545,6.028933
3rd_test,disp_full_48kHz,dimensionless,230.9167,2.203879,6.028933
3rd_test,disp_full_48kHz,dimensionless,231.25,1.875899,6.028933
3rd_test,disp_full_48kHz,dimensionless,231.5833,4.489256,6.028933
3rd_test,disp_full_48kHz,dimensionless,231.9167,1.467135,6.028933
3rd_test,disp_full_48kHz,dimensionless,232.25,5.733536,6.028933
3rd_test,disp_full_48kHz,dimensionless,232.5833,1.66527,6.028933
3rd_test,disp_full_48kHz,dimensionless,232.9167,2.197961,6.028933
3rd_test,disp_full_48kHz,dimensionless,233.25,2.299912,6.028933
3rd_test,disp_full_48kHz,dimensionless,233.5833,1.916717,6.028933
3rd_test,disp_full_48kHz,dimensionless,233.9167,1.535858,6.028933
3rd_test,disp_full_48kHz,dimensionless,234.25,2.409422,6.028933
3rd_test,disp_full_48kHz,dimensionless,234.5833,2.414368,6.028933
3rd_test,disp_full_48kHz,dimensionless,234.9167,2.444379,6.028933
3rd_test,disp_full_48kHz,dimensionless,235.25,1.564344,6.028933
3rd_test,disp_full_48kHz,dimensionless,235.5833,2.558334,6.028933
3rd_test,disp_full_48kHz,dimensionless,235.9167,3.161476,6.028933
3rd_test,disp_full_48kHz,dimensionless,236.25,1.429508,6.028933
3rd_test,disp_full_48kHz,dimensionless,236.5833,2.286129,6.028933
3rd_test,disp_full_48kHz,dimensionless,236.9167,17.012888,6.028933
3rd_test,disp_full_48kHz,dimensionless,237.25,1.302686,6.028933
3rd_test,disp_full_48kHz,dimensionless,237.5833,2.328923,6.028933
3rd_test,disp_full_48kHz,dimensionless,237.9167,1.448312,6.028933
3rd_test,disp_full_48kHz,dimensionless,238.25,2.124649,6.028933
3rd_test,disp_full_48kHz,dimensionless,238.5833,3.683049,6.028933
3rd_test,disp_full_48kHz,dimensionless,238.9167,2.314827,6.028933
3rd_test,disp_full_48kHz,dimensionless,239.25,1.707395,6.028933
3rd_test,disp_full_48kHz,dimensionless,239.5833,1.225008,6.028933
3rd_test,disp_full_48kHz,dimensionless,239.9167,0.684128,6.028933
3rd_test,disp_full_48kHz,dimensionless,240.25,2.56808,6.028933
3rd_test,disp_full_48kHz,dimensionless,240.5833,2.107446,6.028933
3rd_test,disp_full_48kHz,dimensionless,240.9167,1.224456,6.028933
3rd_test,disp_full_48kHz,dimensionless,241.25,1.846764,6.028933
3rd_test,disp_full_48kHz,dimensionless,241.5833,2.203536,6.028933
3rd_test,disp_full_48kHz,dimensionless,241.9167,1.758278,6.028933
3rd_test,disp_full_48kHz,dimensionless,242.25,2.246846,6.028933
3rd_test,disp_full_48kHz,dimensionless,242.5833,1.884587,6.028933
3rd_test,disp_full_48kHz,dimensionless,242.9167,1.499404,6.028933
3rd_test,disp_full_48kHz,dimensionless,243.25,2.125905,6.028933
3rd_test,disp_full_48kHz,dimensionless,243.5833,1.487713,6.028933
3rd_test,disp_full_48kHz,dimensionless,243.9167,2.580251,6.028933
3rd_test,disp_full_48kHz,dimensionless,244.25,5.740624,6.028933
3rd_test,disp_full_48kHz,dimensionless,244.5833,4.60041,6.028933
3rd_test,disp_full_48kHz,dimensionless,244.9167,1.677741,6.028933
3rd_test,disp_full_48kHz,dimensionless,245.25,2.545028,6.028933
3rd_test,disp_full_48kHz,dimensionless,245.5833,2.019834,6.028933
3rd_test,disp_full_48kHz,dimensionless,245.9167,1.219447,6.028933
3rd_test,disp_full_48kHz,dimensionless,246.25,1.495563,6.028933
3rd_test,disp_full_48kHz,dimensionless,246.5833,3.68248,6.028933
3rd_test,disp_full_48kHz,dimensionless,246.9167,2.624412,6.028933
3rd_test,disp_full_48kHz,dimensionless,247.25,1.279041,6.028933
3rd_test,disp_full_48kHz,dimensionless,247.5833,1.775416,6.028933
3rd_test,disp_full_48kHz,dimensionless,247.9167,2.090904,6.028933
3rd_test,disp_full_48kHz,dimensionless,248.25,2.122831,6.028933
3rd_test,disp_full_48kHz,dimensionless,248.5833,10.408818,6.028933
3rd_test,disp_full_48kHz,dimensionless,248.9167,2.337434,6.028933
3rd_test,disp_full_48kHz,dimensionless,249.25,2.397966,6.028933
3rd_test,disp_full_48kHz,dimensionless,249.5833,3.126608,6.028933
3rd_test,disp_full_48kHz,dimensionless,249.9167,2.712647,6.028933
3rd_test,disp_full_48kHz,dimensionless,250.25,1.457583,6.028933
3rd_test,disp_full_48kHz,dimensionless,250.5833,1.765653,6.028933
3rd_test,disp_full_48kHz,dimensionless,250.9167,2.355724,6.028933
3rd_test,disp_full_48kHz,dimensionless,251.25,1.391257,6.028933
3rd_test,disp_full_48kHz,dimensionless,251.5833,1.86611,6.028933
3rd_test,disp_full_48kHz,dimensionless,251.9167,3.646807,6.028933
3rd_test,disp_full_48kHz,dimensionless,252.25,1.30056,6.028933
3rd_test,disp_full_48kHz,dimensionless,252.5833,2.309894,6.028933
3rd_test,disp_full_48kHz,dimensionless,252.9167,1.451894,6.028933
3rd_test,disp_full_48kHz,dimensionless,253.25,1.47571,6.028933
3rd_test,disp_full_48kHz,dimensionless,253.5833,7.492731,6.028933
3rd_test,disp_full_48kHz,dimensionless,253.9167,2.042795,6.028933
3rd_test,disp_full_48kHz,dimensionless,254.25,1.409529,6.028933
3rd_test,disp_full_48kHz,dimensionless,254.5833,1.589455,6.028933
3rd_test,disp_full_48kHz,dimensionless,254.9167,2.000995,6.028933
3rd_test,disp_full_48kHz,dimensionless,255.25,2.484907,6.028933
3rd_test,disp_full_48kHz,dimensionless,255.5833,3.204078,6.028933
3rd_test,disp_full_48kHz,dimensionless,255.9167,1.329544,6.028933
3rd_test,disp_full_48kHz,dimensionless,256.25,1.353539,6.028933
3rd_test,disp_full_48kHz,dimensionless,256.5833,2.195793,6.028933
3rd_test,disp_full_48kHz,dimensionless,256.9167,2.253044,6.028933
3rd_test,disp_full_48kHz,dimensionless,257.25,3.188176,6.028933
3rd_test,disp_full_48kHz,dimensionless,257.5833,2.212298,6.028933
3rd_test,disp_full_48kHz,dimensionless,257.9167,3.816954,6.028933
3rd_test,disp_full_48kHz,dimensionless,258.25,1.74676,6.028933
3rd_test,disp_full_48kHz,dimensionless,258.5833,2.933178,6.028933
3rd_test,disp_full_48kHz,dimensionless,258.9167,2.572806,6.028933
3rd_test,disp_full_48kHz,dimensionless,259.25,5.833567,6.028933
3rd_test,disp_full_48kHz,dimensionless,259.5833,1.3522,6.028933
3rd_test,disp_full_48kHz,dimensionless,259.9167,1.912206,6.028933
3rd_test,disp_full_48kHz,dimensionless,260.25,1.15661,6.028933
3rd_test,disp_full_48kHz,dimensionless,260.5833,1.76105,6.028933
3rd_test,disp_full_48kHz,dimensionless,260.9167,1.249842,6.028933
3rd_test,disp_full_48kHz,dimensionless,261.25,2.966007,6.028933
3rd_test,disp_full_48kHz,dimensionless,261.5833,2.222661,6.028933
3rd_test,disp_full_48kHz,dimensionless,261.9167,2.717101,6.028933
3rd_test,disp_full_48kHz,dimensionless,266.5864,2.232878,6.028933
3rd_test,disp_full_48kHz,dimensionless,266.7928,2.147533,6.028933
3rd_test,disp_full_48kHz,dimensionless,267.1261,3.160925,6.028933
3rd_test,disp_full_48kHz,dimensionless,267.4594,1.934144,6.028933
